Date,Debt_trend,Stocks_trend,Inflation_trend,Unemployment_trend,S&P 500_trend
2005-05-25,7.319436343203669,5.959441194519533,6.976344424311782,1.8427462231996763,3.799569771791994
2005-05-26,8.49925159101271,7.94592159269271,6.4780341082895125,2.015813997818892,4.749462214739992
2005-05-27,6.375584144956435,6.952681393606122,5.481413476244972,1.9581247396124868,3.799569771791994
2005-05-31,6.847510244080052,6.6216013272439245,6.976344424311782,3.169599161946993,3.799569771791994
2005-06-01,8.735214640574519,6.456061294062828,8.969585688400862,2.7657743545021574,5.699354657687991
2005-06-02,7.555399392765477,6.787141360425024,5.979723792267242,2.361949547057322,3.799569771791994
2005-06-03,6.611547194518243,6.952681393606122,9.467896004423135,2.304260288850917,0.0
2005-06-06,7.555399392765477,6.290521260881729,5.979723792267242,3.458045452979018,3.799569771791994
2005-06-07,8.263288541450903,6.952681393606122,7.474654740334053,2.477328063470132,0.0
2005-06-08,9.443103789259943,6.6216013272439245,6.4780341082895125,2.304260288850917,4.749462214739992
2005-06-09,7.791362442327286,7.614841526330514,9.467896004423135,2.1311925142317016,4.749462214739992
2005-06-10,7.319436343203669,6.952681393606122,5.979723792267242,1.4966106739612464,3.799569771791994
2005-06-13,8.971177690136328,6.787141360425024,5.481413476244972,2.8234636127085637,4.749462214739992
2005-06-14,9.207140739698136,6.787141360425024,5.979723792267242,2.5927065798829427,4.749462214739992
2005-06-15,8.971177690136328,6.787141360425024,7.972965056356323,1.9581247396124868,3.799569771791994
2005-06-16,8.263288541450903,6.787141360425024,8.471275372378592,2.1888817724381067,5.699354657687991
2005-06-17,7.791362442327286,8.608081725417103,5.481413476244972,1.6696784485804614,6.649247100635989
2005-06-20,6.611547194518243,6.952681393606122,6.976344424311782,3.342666936566209,2.8496773288439954
2005-06-21,7.555399392765477,7.449301493149416,6.976344424311782,2.477328063470132,5.699354657687991
2005-06-22,7.791362442327286,6.6216013272439245,5.979723792267242,1.785056964993272,0.0
2005-06-23,6.847510244080052,6.124981227700631,6.976344424311782,2.361949547057322,3.799569771791994
2005-06-24,6.375584144956435,6.456061294062828,7.474654740334053,1.900435481406081,4.749462214739992
2005-06-27,8.027325491889096,6.290521260881729,7.474654740334053,2.7657743545021574,3.799569771791994
2005-06-28,8.49925159101271,7.449301493149416,5.979723792267242,2.477328063470132,3.799569771791994
2005-06-29,7.791362442327286,8.111461625873808,7.972965056356323,2.073503256025297,3.799569771791994
2005-06-30,7.791362442327286,6.124981227700631,6.4780341082895125,2.1311925142317016,4.749462214739992
2005-07-01,6.847510244080052,6.787141360425024,4.983103160222703,2.015813997818892,0.0
2005-07-05,7.555399392765477,5.959441194519533,4.983103160222703,3.227288420153398,4.749462214739992
2005-07-06,9.443103789259943,6.6216013272439245,6.976344424311782,2.5350173216765377,5.699354657687991
2005-07-07,8.027325491889096,8.442541692236004,5.979723792267242,2.1888817724381067,0.0
2005-07-08,7.319436343203669,7.118221426787221,5.979723792267242,2.8234636127085637,3.799569771791994
2005-07-11,7.791362442327286,6.952681393606122,4.484792844200431,3.2849776783598026,3.799569771791994
2005-07-12,9.679066838821754,8.277001659054907,5.979723792267242,2.5350173216765377,4.749462214739992
2005-07-13,8.263288541450903,7.614841526330514,8.471275372378592,2.1311925142317016,5.699354657687991
2005-07-14,8.49925159101271,7.94592159269271,6.976344424311782,2.361949547057322,7.599139543583988
2005-07-15,7.083473293641861,7.614841526330514,6.976344424311782,1.727367706786867,0.0
2005-07-18,6.847510244080052,7.283761459968317,6.976344424311782,3.573423969391828,0.0
2005-07-19,7.083473293641861,7.614841526330514,6.4780341082895125,2.1311925142317016,0.0
2005-07-20,10.38695598750718,7.449301493149416,6.976344424311782,1.900435481406081,5.699354657687991
2005-07-21,6.139621095394627,7.283761459968317,3.986482528178161,2.015813997818892,0.0
2005-07-22,8.263288541450903,7.614841526330514,4.484792844200431,1.727367706786867,3.799569771791994
2005-07-25,7.567438323865569,7.746299787974327,7.118718800318147,2.953011420610665,4.654472970445193
2005-07-26,8.110394116479732,7.437940902636988,5.979723792267242,2.581573565141356,3.4196127946127945
2005-07-27,9.211956312138172,7.817709214052448,6.442440514287921,2.2885728589877714,5.509376169098392
2005-07-28,6.363545213856344,8.126068099389787,5.517007070246562,1.727367706786867,3.799569771791994
2005-07-29,6.583857652988032,7.971888656721118,5.979723792267242,2.074009302149914,5.509376169098392
2005-08-01,6.245563689075438,6.512864246624968,5.979723792267242,2.87457427129494,6.364279367751589
2005-08-02,8.448688080392323,7.592120345305658,5.979723792267242,2.234931969778308,6.364279367751589
2005-08-03,8.33070655561142,7.509350328715109,6.905157236308601,1.88829037441526,5.509376169098392
2005-08-04,8.110394116479732,7.971888656721118,5.517007070246562,1.727367706786867,4.654472970445193
2005-08-05,7.126813445602193,7.283761459968317,5.979723792267242,1.620085928367938,4.654472970445193
2005-08-08,7.890081677348043,6.821223131962308,4.591573626205204,2.5527289360381533,5.129419191919192
2005-08-09,6.686188567338815,6.975402574630977,6.442440514287921,2.342213748197236,5.889333146277591
2005-08-10,8.551018994743108,6.667043689293639,6.442440514287921,2.0203684129404498,4.654472970445193
2005-08-11,8.33070655561142,6.821223131962308,8.969585688400862,1.88829037441526,2.9446665731387958
2005-08-12,7.126813445602193,7.817709214052448,5.979723792267242,1.727367706786867,0.0
2005-08-15,7.347125884733881,7.509350328715109,5.517007070246562,3.167574977448523,4.654472970445193
2005-08-16,8.551018994743108,7.509350328715109,8.044152244359505,2.1276501913593786,2.9446665731387958
2005-08-17,7.890081677348043,7.817709214052448,7.830590680349959,1.3807261114238183,3.799569771791994
2005-08-18,8.110394116479732,7.283761459968317,4.591573626205204,1.3270852222143543,2.9446665731387958
2005-08-19,6.80417009211972,6.903993148552858,7.118718800318147,1.434367000633283,4.654472970445193
2005-08-22,7.347125884733881,7.509350328715109,6.442440514287921,2.8209333820854754,0.0
2005-08-23,7.374815426264093,6.426848347030869,7.688216304343598,1.7769602269993905,3.799569771791994
2005-08-24,6.556168111457819,5.855572938405903,7.688216304343598,0.1404070599861095,0.0
2005-08-25,7.784139083667231,6.569667199187109,6.406846920286331,1.6281826663618195,0.0
2005-08-26,6.1468444540546825,6.712486051343351,7.261093176324509,1.380220065299201,3.799569771791994
2005-08-29,7.988800912368799,7.283761459968317,5.979723792267242,2.6200330706122923,3.0396558174335957
2005-08-30,6.760829940159388,7.426580312124559,7.688216304343598,2.0249228280620084,3.0396558174335957
2005-08-31,7.579477254965661,7.855036868593283,8.542462560381775,2.124107868487056,0.0
2005-09-01,7.374815426264093,8.711949981530735,8.115339432362687,2.4712555099747218,3.0396558174335957
2005-09-02,5.328197139248408,8.140674572905768,6.83397004830542,2.17370038869958,3.0396558174335957
2005-09-06,6.1468444540546825,7.283761459968317,6.406846920286331,3.363920873800148,3.799569771791994
2005-09-07,6.9654917688609554,8.140674572905768,7.688216304343598,2.9175881918874347,3.0396558174335957
2005-09-08,6.760829940159388,7.140942607812076,8.115339432362687,2.967180712099958,5.319397680508792
2005-09-09,6.9654917688609554,8.426312277218251,6.83397004830542,2.421662989762197,3.799569771791994
2005-09-12,6.760829940159388,8.140674572905768,7.261093176324509,3.115958272737529,3.799569771791994
2005-09-13,10.64940468548919,7.569399164280802,6.406846920286331,3.0167732323124823,6.079311634867191
2005-09-14,8.602786398473503,8.997587685843216,7.688216304343598,2.4712555099747218,3.0396558174335957
2005-09-15,8.398124569771937,8.854768833686974,8.969585688400862,1.975330307849485,3.799569771791994
2005-09-16,8.193462741070368,8.426312277218251,8.542462560381775,2.074515348274532,3.799569771791994
2005-09-19,6.760829940159388,7.997855720749525,10.25095507245813,2.967180712099958,3.799569771791994
2005-09-20,11.058728342892328,8.140674572905768,9.396708816419952,1.9257377876369608,4.559483726150393
2005-09-21,10.444742856787622,8.56913112937449,9.396708816419952,1.727367706786867,3.799569771791994
2005-09-22,7.784139083667231,8.56913112937449,7.688216304343598,1.8265527472119143,4.559483726150393
2005-09-23,8.193462741070368,8.140674572905768,7.261093176324509,1.528997625936772,0.0
2005-09-26,9.42143371327978,7.140942607812076,7.688216304343598,2.768810631249864,5.319397680508792
2005-09-27,10.240081028086054,7.997855720749525,10.25095507245813,2.17370038869958,0.0
2005-09-28,10.240081028086054,7.997855720749525,7.688216304343598,2.520848030187245,4.559483726150393
2005-09-29,8.807448227175072,8.711949981530735,9.82383194443904,2.124107868487056,4.559483726150393
2005-09-30,7.579477254965661,7.997855720749525,7.261093176324509,1.7769602269993905,4.559483726150393
2005-10-03,8.193462741070368,8.140674572905768,7.261093176324509,3.363920873800148,3.799569771791994
2005-10-04,8.602786398473503,7.140942607812076,8.969585688400862,1.975330307849485,4.559483726150393
2005-10-05,7.579477254965661,8.426312277218251,9.396708816419952,2.5704405503997685,6.079311634867191
2005-10-06,9.01211005587664,8.426312277218251,7.688216304343598,2.0249228280620084,3.0396558174335957
2005-10-07,8.193462741070368,8.140674572905768,7.688216304343598,1.5785901461492955,4.559483726150393
2005-10-10,6.9654917688609554,6.998123755655834,7.688216304343598,2.9175881918874347,5.319397680508792
2005-10-11,9.42143371327978,8.283493425062009,10.25095507245813,2.669625590824816,5.319397680508792
2005-10-12,10.64940468548919,8.426312277218251,8.542462560381775,2.0249228280620084,4.559483726150393
2005-10-13,7.170153597562525,7.426580312124559,8.115339432362687,1.8265527472119143,5.319397680508792
2005-10-14,7.170153597562525,8.283493425062009,10.25095507245813,2.0249228280620084,3.0396558174335957
2005-10-17,8.398124569771937,7.712218016437042,8.115339432362687,2.967180712099958,4.559483726150393
2005-10-18,8.602786398473503,7.569399164280802,11.532324456515395,2.17370038869958,3.799569771791994
2005-10-19,8.807448227175072,8.854768833686974,9.82383194443904,1.975330307849485,4.559483726150393
2005-10-20,7.374815426264093,7.997855720749525,11.105201328496308,2.223292908912103,0.0
2005-10-21,6.556168111457819,8.56913112937449,7.688216304343598,1.8265527472119143,3.0396558174335957
2005-10-24,7.579477254965661,7.712218016437042,12.813693840572665,3.0663657525250057,5.319397680508792
2005-10-25,9.42143371327978,7.997855720749525,9.82383194443904,2.322477949337151,3.0396558174335957
2005-10-26,9.01211005587664,7.140942607812076,8.542462560381775,2.0249228280620084,3.0396558174335957
2005-10-27,8.807448227175072,7.855036868593283,9.82383194443904,2.2728854291246265,4.559483726150393
2005-10-28,5.942182625353114,8.711949981530735,8.969585688400862,2.223292908912103,0.0
2005-10-31,7.579477254965661,6.998123755655834,8.542462560381775,3.314328353587624,3.799569771791994
2005-11-01,8.398124569771937,8.140674572905768,9.82383194443904,2.867995671674911,0.0
2005-11-02,8.602786398473503,7.997855720749525,10.25095507245813,2.372070469549674,4.559483726150393
2005-11-03,9.01211005587664,8.56913112937449,8.969585688400862,1.975330307849485,3.799569771791994
2005-11-04,7.170153597562525,8.711949981530735,9.396708816419952,1.8265527472119143,3.799569771791994
2005-11-07,7.374815426264093,8.283493425062009,8.542462560381775,3.6614759950752895,3.0396558174335957
2005-11-08,9.216771884578211,8.140674572905768,7.688216304343598,2.2728854291246265,5.319397680508792
2005-11-09,8.398124569771937,8.997587685843216,10.25095507245813,1.1818499844491066,0.0
2005-11-10,8.807448227175072,9.140406537999455,8.115339432362687,2.322477949337151,0.0
2005-11-11,6.760829940159388,7.997855720749525,7.261093176324509,1.4794051057242483,3.799569771791994
2005-11-14,8.193462741070368,8.283493425062009,8.115339432362687,3.2647358333750995,3.799569771791994
2005-11-15,9.01211005587664,9.56886309446818,11.105201328496308,2.6200330706122923,3.799569771791994
2005-11-16,8.398124569771937,7.569399164280802,8.542462560381775,2.124107868487056,3.799569771791994
2005-11-17,7.784139083667231,10.282957355249389,8.969585688400862,1.975330307849485,5.319397680508792
2005-11-18,6.9654917688609554,8.56913112937449,8.542462560381775,1.7769602269993905,3.799569771791994
2005-11-21,7.579477254965661,8.56913112937449,8.542462560381775,3.314328353587624,3.0396558174335957
2005-11-22,7.579477254965661,8.997587685843216,7.688216304343598,1.9257377876369608,3.799569771791994
2005-11-23,6.556168111457819,8.426312277218251,7.261093176324509,1.4794051057242483,4.559483726150393
2005-11-25,3.2815788522327227,8.283493425062009,3.41698502415271,0.933887383386488,3.799569771791994
2005-11-28,8.193462741070368,8.854768833686974,8.542462560381775,3.0663657525250057,4.559483726150393
2005-11-29,9.01211005587664,7.997855720749525,10.678078200477218,2.2728854291246265,5.319397680508792
2005-11-30,8.807448227175072,8.997587685843216,9.82383194443904,2.421662989762197,2.2797418630751967
2005-12-01,8.398124569771937,9.56886309446818,9.396708816419952,2.421662989762197,6.079311634867191
2005-12-02,8.193462741070368,7.997855720749525,8.969585688400862,2.074515348274532,3.799569771791994
2005-12-05,7.988800912368799,7.140942607812076,8.969585688400862,2.9175881918874347,5.319397680508792
2005-12-06,8.398124569771937,8.56913112937449,10.678078200477218,2.818403151462387,3.0396558174335957
2005-12-07,8.602786398473503,8.997587685843216,9.396708816419952,2.421662989762197,3.799569771791994
2005-12-08,7.579477254965661,8.426312277218251,8.115339432362687,2.074515348274532,3.799569771791994
2005-12-09,7.784139083667231,8.997587685843216,7.261093176324509,1.727367706786867,4.559483726150393
2005-12-12,6.1468444540546825,7.283761459968317,9.396708816419952,3.2647358333750995,2.2797418630751967
2005-12-13,8.807448227175072,9.140406537999455,8.969585688400862,2.421662989762197,3.799569771791994
2005-12-14,9.216771884578211,8.283493425062009,7.688216304343598,2.17370038869958,3.799569771791994
2005-12-15,7.170153597562525,8.283493425062009,8.542462560381775,1.8265527472119143,6.079311634867191
2005-12-16,5.532858967949976,8.426312277218251,6.406846920286331,1.4298125855117243,3.0396558174335957
2005-12-19,5.328197139248408,6.712486051343351,7.261093176324509,3.1655507929500533,3.799569771791994
2005-12-20,6.1468444540546825,8.283493425062009,6.406846920286331,2.223292908912103,0.0
2005-12-21,6.760829940159388,7.855036868593283,6.406846920286331,1.727367706786867,3.0396558174335957
2005-12-22,6.1468444540546825,8.140674572905768,7.261093176324509,1.5785901461492955,4.559483726150393
2005-12-23,4.509549824442135,8.140674572905768,4.271231280190888,1.1322574642365828,0.0
2005-12-27,7.170153597562525,8.56913112937449,5.552600664248153,3.2647358333750995,5.319397680508792
2005-12-28,6.9654917688609554,8.283493425062009,5.979723792267242,2.818403151462387,3.799569771791994
2005-12-29,7.784139083667231,8.56913112937449,5.552600664248153,2.322477949337151,4.559483726150393
2005-12-30,5.737520796651545,10.140138503093148,6.406846920286331,2.421662989762197,7.599139543583988
2006-01-03,7.988800912368799,8.854768833686974,5.552600664248153,3.810253555712861,6.839225589225589
2006-01-04,9.42143371327978,9.42604424231194,6.83397004830542,3.4631059142251943,6.839225589225589
2006-01-05,8.398124569771937,9.997319650936904,6.83397004830542,2.867995671674911,6.079311634867191
2006-01-06,8.398124569771937,10.425776207405631,6.406846920286331,3.115958272737529,5.319397680508792
2006-01-09,7.170153597562525,10.140138503093148,7.688216304343598,3.859846075925384,4.559483726150393
2006-01-10,10.035419199384483,11.28268932034308,7.261093176324509,3.115958272737529,5.319397680508792
2006-01-11,7.579477254965661,10.997051616030598,8.115339432362687,2.2728854291246265,6.079311634867191
2006-01-12,7.579477254965661,10.854232763874355,5.552600664248153,2.124107868487056,6.839225589225589
2006-01-13,7.988800912368799,10.854232763874355,8.115339432362687,2.322477949337151,4.559483726150393
2006-01-17,7.170153597562525,8.997587685843216,6.83397004830542,3.0167732323124823,4.559483726150393
2006-01-18,9.626095541981346,9.997319650936904,8.542462560381775,2.768810631249864,3.799569771791994
2006-01-19,8.193462741070368,10.140138503093148,8.542462560381775,2.223292908912103,4.559483726150393
2006-01-20,7.784139083667231,9.2832253901557,6.406846920286331,2.17370038869958,4.559483726150393
2006-01-23,8.398124569771937,9.42604424231194,9.396708816419952,3.6118834748627657,5.319397680508792
2006-01-24,7.988800912368799,9.997319650936904,8.115339432362687,2.421662989762197,3.799569771791994
2006-01-25,8.193462741070368,9.711681946624424,8.115339432362687,2.372070469549674,5.319397680508792
2006-01-26,9.216771884578211,10.425776207405631,7.688216304343598,2.2728854291246265,2.2797418630751967
2006-01-27,8.807448227175072,10.568595059561872,7.261093176324509,1.8265527472119143,4.559483726150393
2006-01-30,7.988800912368799,9.997319650936904,8.115339432362687,3.859846075925384,3.799569771791994
2006-01-31,9.216771884578211,10.425776207405631,9.396708816419952,2.768810631249864,4.559483726150393
2006-02-01,9.42143371327978,11.28268932034308,9.82383194443904,2.322477949337151,3.0396558174335957
2006-02-02,8.602786398473503,11.711145876811806,10.25095507245813,2.17370038869958,4.559483726150393
2006-02-03,9.216771884578211,9.997319650936904,7.688216304343598,2.074515348274532,3.0396558174335957
2006-02-06,8.602786398473503,10.140138503093148,8.969585688400862,3.0663657525250057,3.0396558174335957
2006-02-07,9.626095541981346,9.997319650936904,8.542462560381775,2.322477949337151,3.799569771791994
2006-02-08,8.807448227175072,10.711413911718113,7.688216304343598,2.17370038869958,2.2797418630751967
2006-02-09,9.216771884578211,10.854232763874355,7.688216304343598,1.8761452674244372,5.319397680508792
2006-02-10,7.784139083667231,9.711681946624424,6.406846920286331,2.074515348274532,3.0396558174335957
2006-02-13,8.807448227175072,8.426312277218251,8.542462560381775,2.967180712099958,3.799569771791994
2006-02-14,7.170153597562525,9.140406537999455,6.83397004830542,2.124107868487056,3.0396558174335957
2006-02-15,8.193462741070368,9.56886309446818,7.261093176324509,2.0249228280620084,4.559483726150393
2006-02-16,8.193462741070368,10.282957355249389,8.115339432362687,1.7769602269993905,4.559483726150393
2006-02-17,8.398124569771937,9.854500798780666,7.261093176324509,1.528997625936772,4.559483726150393
2006-02-21,9.42143371327978,8.854768833686974,7.688216304343598,2.7192181110373395,3.0396558174335957
2006-02-22,8.602786398473503,9.42604424231194,8.115339432362687,2.4712555099747218,3.0396558174335957
2006-02-23,9.01211005587664,9.42604424231194,7.688216304343598,2.0249228280620084,4.559483726150393
2006-02-24,8.193462741070368,9.56886309446818,6.83397004830542,1.7769602269993905,3.0396558174335957
2006-02-27,8.193462741070368,9.140406537999455,7.261093176324509,3.0663657525250057,3.799569771791994
2006-02-28,8.807448227175072,9.997319650936904,8.542462560381775,2.124107868487056,3.0396558174335957
2006-03-01,8.602786398473503,8.997587685843216,7.688216304343598,2.124107868487056,4.559483726150393
2006-03-02,8.602786398473503,9.42604424231194,7.688216304343598,2.124107868487056,3.0396558174335957
2006-03-03,7.374815426264093,9.56886309446818,6.406846920286331,1.8265527472119143,3.0396558174335957
2006-03-06,7.988800912368799,8.711949981530735,8.115339432362687,2.768810631249864,3.0396558174335957
2006-03-07,10.035419199384483,9.42604424231194,9.396708816419952,2.124107868487056,5.319397680508792
2006-03-08,9.216771884578211,8.283493425062009,8.542462560381775,2.0249228280620084,3.799569771791994
2006-03-09,9.216771884578211,9.56886309446818,9.82383194443904,1.8265527472119143,3.0396558174335957
2006-03-10,7.784139083667231,8.283493425062009,7.688216304343598,1.5785901461492955,0.0
2006-03-13,8.193462741070368,8.854768833686974,6.406846920286331,2.967180712099958,0.0
2006-03-14,9.42143371327978,8.426312277218251,8.115339432362687,2.074515348274532,4.559483726150393
2006-03-15,9.01211005587664,9.42604424231194,7.261093176324509,1.8265527472119143,3.799569771791994
2006-03-16,11.263390171593894,9.854500798780666,7.688216304343598,1.8761452674244372,5.319397680508792
2006-03-17,10.240081028086054,8.711949981530735,8.969585688400862,1.3306275450866776,4.559483726150393
2006-03-20,8.79729970674359,8.577786817383961,7.89053778603685,2.817098085141005,2.2797418630751967
2006-03-21,9.98467659722707,9.614305456517894,9.969953014550834,2.26468215510451,3.0396558174335957
2006-03-22,8.79729970674359,9.614305456517894,8.306420831739647,2.0722780917235912,5.319397680508792
2006-03-23,8.995195855157503,9.547223874444509,7.272333258640801,1.783671996652213,2.2797418630751967
2006-03-24,8.599403558329676,9.89128747282091,7.272333258640801,1.3507628540451455,7.219182566404789
2006-03-27,8.401507409915764,8.854768833686974,6.856450212938004,2.865199100986234,6.079311634867191
2006-03-28,9.193092003571415,9.685714882596017,7.688216304343598,2.095582847462559,3.799569771791994
2006-03-29,9.882345682876286,8.993259841838482,8.104099350046393,2.0474818316173296,4.939440703329593
2006-03-30,8.995195855157503,10.168269489123922,7.89053778603685,1.976076060033132,4.559483726150393
2006-03-31,7.214130519432283,9.547223874444509,7.688216304343598,1.9279750441879024,3.0396558174335957
2006-04-03,8.108046027438721,8.854768833686974,7.688216304343598,3.1771099517965813,5.319397680508792
2006-04-04,8.995195855157503,10.445251505426937,8.51998239574919,2.480390974224397,4.179526748971194
2006-04-05,8.599403558329676,10.789315103803336,8.51998239574919,2.2165811392592807,6.45926861204639
2006-04-06,8.599403558329676,9.475814448366387,8.93586544145199,1.9279750441879024,3.799569771791994
2006-04-07,9.786780448813156,8.300804801080947,8.104099350046393,2.0241770758783617,2.2797418630751967
2006-04-10,8.599403558329676,7.679759186401533,8.51998239574919,2.9366048725704323,3.799569771791994
2006-04-11,10.871826424945851,9.198832432063371,9.767631532857584,2.1436838633077886,4.179526748971194
2006-04-12,8.20361126150185,9.198832432063371,10.18351457856038,2.336087926688708,4.939440703329593
2006-04-13,8.401507409915764,8.993259841838482,7.688216304343598,1.9031787840816403,3.799569771791994
2006-04-17,8.79729970674359,8.300804801080947,10.38583606025363,3.0809079201061214,6.079311634867191
2006-04-18,9.588884300399243,8.993259841838482,11.217602151659223,2.5284919900696265,5.319397680508792
2006-04-19,9.360542590690882,9.12309516198052,11.734645938208647,2.3030883925623287,6.079311634867191
2006-04-20,10.316194931322174,9.928074146861151,9.30678815788962,1.790383766305036,3.0396558174335957
2006-04-21,8.213759781933332,10.196400475154697,8.902145194503113,1.9302123007388432,5.319397680508792
2006-04-24,9.742803526943398,9.525584654420834,9.711431121276124,2.95562155325343,4.559483726150393
2006-04-25,10.698455867574689,10.196400475154697,10.520717048049132,2.442916926996136,6.079311634867191
2006-04-26,8.978281654438366,9.928074146861151,11.330002974822143,1.9768218122167789,4.559483726150393
2006-04-27,8.787151186312107,9.25725832612729,12.139288901595153,2.0700408351726507,3.799569771791994
2006-04-28,7.4492379094283,9.391421490274062,9.711431121276124,1.836993277782972,6.079311634867191
2006-05-01,9.169412122564625,9.79391098271438,8.902145194503113,3.095450087687237,4.559483726150393
2006-05-02,7.640368377554559,10.46472680344824,10.520717048049132,2.256478881084393,3.0396558174335957
2006-05-03,9.169412122564625,9.79391098271438,8.902145194503113,1.836993277782972,3.799569771791994
2006-05-04,6.302455100670751,8.452279341246657,10.92536001143564,1.883602789260907,3.0396558174335957
2006-05-05,9.55167305881714,9.659747818567608,8.497502231116608,1.4641171859594853,6.079311634867191
2006-05-08,8.978281654438366,9.659747818567608,10.92536001143564,2.8624025302975578,3.799569771791994
2006-05-09,8.787151186312107,9.391421490274062,8.497502231116608,2.116650346650586,3.0396558174335957
2006-05-10,8.213759781933332,9.12309516198052,8.497502231116608,1.790383766305036,3.799569771791994
2006-05-11,8.596020718185848,10.33056363930147,9.30678815788962,1.836993277782972,4.559483726150393
2006-05-12,8.213759781933332,8.318116177099883,8.092859267730104,1.6039457203932923,3.799569771791994
2006-05-15,7.4492379094283,8.183953012953113,8.497502231116608,2.9090120417754943,3.799569771791994
2006-05-16,7.640368377554559,8.183953012953113,8.497502231116608,2.1632598581285225,4.559483726150393
2006-05-17,7.831498845680815,8.720605669540202,11.734645938208647,2.116650346650586,2.2797418630751967
2006-05-18,7.066976973175783,8.318116177099883,10.92536001143564,1.7437742548270998,3.799569771791994
2006-05-19,6.111324632544493,8.183953012953113,10.520717048049132,1.697164743349164,3.799569771791994
2006-05-22,8.787151186312107,7.378974028072478,8.902145194503113,3.0022310647313653,2.2797418630751967
2006-05-23,7.640368377554559,8.58644250539343,9.711431121276124,1.790383766305036,4.559483726150393
2006-05-24,8.787151186312107,7.915626684659567,8.902145194503113,2.116650346650586,3.0396558174335957
2006-05-25,7.066976973175783,7.513137192219251,8.092859267730104,1.697164743349164,4.559483726150393
2006-05-26,5.729063696291975,7.244810863925706,6.474287414184082,1.1844601170918707,2.2797418630751967
2006-05-30,8.596020718185848,6.573995043191844,8.092859267730104,3.0022310647313653,3.0396558174335957
2006-05-31,8.213759781933332,7.378974028072478,10.520717048049132,2.0700408351726507,3.799569771791994
2006-06-01,6.684716036923266,6.976484535632162,7.2835733409570915,2.116650346650586,2.2797418630751967
